df,a1_abany,a2_abdefect,a3_abhlth,a4_abnomore,a5_abpoor,a6_absingle,a7_abrape,aged,c1_fear,c2_courts,c3_cappun,ci1_conarmy,ci2_conbus,ci3_conclerg,ci4_coneduc,ci5_confed,ci6_confinan,ci7_conjudge,ci8_conlabor,ci9_conlegis,ci10_conmedic,ci11_conpress,ci12_consci,ci13_contv,d1_age,d2_cohort,d3_degree,d4_educ,d5_sex,d6_race,d7_hhrace,d8_hispanic,d9_sibs,d10_marital,d11_class,d12_childs,d13_chldidel,d14_divorce,d15_dwelown,d16_hhtype1,d17_wrkstat,d18_hrs1,d19_hrs2,d20_hrsrelax,d21_madeg,d22_maeduc,d23_padeg,d24_paeduc,d25_region,d26_reg16,d27_res16,d28_spdeg,d29_speduc,d30_zodiac,f1_income06,f2_incom16,f3_rincom06,f4_satfin,f5_valgiven,f6_finalter,f7_finrela,f8_goodlife,f9_eqwlth,f10_parsol,f11_wealth,g1_gunlaw,g2_owngun,g3_pistol,g4_rifle,g5_shotgun,h1_helppoor,h2_helpsick,h3_helpblk,h4_helpusa,h5_helpwrld,h6_careself,h7_mincult,h8_othshelp,h9_peoptrbl,h10_selfless,h11_selffrst,h12_helpnot,hap1_hapmar,hap2_happy,hap3_satjob,hap4_satjob1,hlth1_health1,hlth2_hlthall,i1_immameco,i2_immcult,i3_immideas,i4_immjobs,i5_immrghts,i6_excldimm,i7_letin1,i8_meltpot1,m1_grass,nat1_nataid,nat2_nataidy,nat3_natarms,nat4_natarmsy,nat5_natchld,nat6_natcity,nat7_natcityy,nat8_natcrime,nat9_natcrimy,nat10_natdrug,nat11_natdrugy,nat12_nateduc,nat13_nateducy,nat14_natenrgy,nat15_natenvir,nat16_natenviy,nat17_natfare,nat18_natfarey,nat19_natheal,nat20_nathealy,nat21_natmass,nat22_natpark,nat23_natrace,nat24_natracey,nat25_natroad,nat26_natsci,nat27_natsoc,nat28_natspac,nat29_natspacy,p1_partyid,p2_govdook,p3_polint1,p4_polviews,p5_pres08,p6_pres12,p7_vote08,p8_vote12,p9_polgreed,pe1_poleff11,pe2_poleff18,pe3_poleff19,pe4_poleff20,porn1_pornlaw,r1_relig,r2_relig16,r3_denom1,r4_denom,r5_denom16,r6_attend,r7_pray,r8_reliten,r9_relactiv,r10_bible,r11_fund,r12_fund16,r13_amchrstn,r14_prayer,r15_reborn,r16_savesoul,r17_relpersn,r18_spfund,r19_spden,r20_sprel,r21_sprtprsn,r22_postlife,s1_nummen,s2_numwomen,s3_partners,s4_partnrs5,s5_evstray,s6_sexfreq,s7_homosex,s8_marhomo,s9_premarsx,s10_xmarsex,s11_xmovie,s12_teensex,s13_pillok,soc1_socbar,soc2_socfrend,soc3_socommun,soc4_socrel,sr1_fechld,sr2_fefam,sr3_fehire,sr4_fefam,sr5_fepresch,sui1_suicide1,sui2_suicide2,sui3_suicide3,sui4_suicide4,sui5_letdie1,t1_colath,t2_colcom,t3_colhomo,t4_colmil,t5_colmslm,t6_colrac,t7_libath,t8_libcom,t9_libhomo,t10_libmil,t11_libmslm,t12_librac,t13_spkath,t14_spkcom,t15_spkhomo,t16_spkmil,t17_spkmslm,t18_spkrac,tf1_trust,tf2_fair,tf3_befair,tf4_cantrust,tf5_helpful,tv1_tvhours,w1_wtss,w2_wtssnr,w3_wtssall,year,id,r8_relitenR
,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,88,1926,4,20,1,1,1,1,2,1,4,3,8,2,1,1,5,-1,-1,-1,4,18,4,20,5,1,6,3,16,11,25,3,0,1,0,2,1,2,2,3,0,0,0,0,0,0,2,1,1,0,0,2,3,1,2,4,3,1,1,2,0,0,0,0,2,4,2,3,4,3,3,1,1,2,0,2,0,1,1,0,2,0,1,0,1,0,1,1,0,1,0,1,0,1,2,1,0,1,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,0,0,2,4,1,0,0,7,2,5,4,1,3,3,2,4,1,2,2,4,3,0,4,4,8,999,998,1,1,2,2,0,0,3,0,2,2,2,3,3,4,2,2,3,0,2,2,1,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0.896003386,0.922749962,0.896003386,2014,408,2
,0,0,0,0,0,0,0,3,0,9,9,2,3,2,2,2,3,2,1,2,2,2,2,2,60,1954,4,20,2,2,2,1,5,1,3,1,4,2,1,1,1,40,-1,10,2,15,1,14,5,2,3,4,20,99,25,2,22,2,-1,2,3,3,3,2,99,0,0,0,0,0,3,3,2,4,3,0,0,0,0,0,0,3,2,2,2,3,2,6,0,0,0,0,0,0,3,0,2,0,2,0,3,1,0,2,0,2,0,1,0,1,2,0,2,0,1,0,1,1,2,0,9,1,2,1,0,2,2,2,3,4,9,9,1,1,3,5,4,5,4,2,1,2,1,13,0,7,2,1,7,1,1,2,0,2,1,1,2,1,12,1,2,1,1,0,1,1,2,4,0,0,3,0,2,1,3,7,2,2,2,2,3,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,1.380590733,1.421802715,1.380590733,2014,409,1
,0,0,0,0,0,0,0,1,0,1,2,2,1,1,2,1,3,1,2,2,2,3,1,3,34,1980,3,16,2,1,1,1,4,1,4,0,2,2,1,1,1,1,-1,2,3,16,1,12,5,4,3,4,18,1,25,3,23,1,999999,1,4,3,2,1,0,0,0,0,0,0,2,2,2,0,0,3,4,4,3,2,3,2,2,2,1,1,2,0,2,4,2,4,2,4,2,1,2,2,0,3,0,1,2,0,1,0,1,0,1,0,1,1,0,2,0,1,0,1,2,1,0,2,3,2,3,0,0,0,0,3,1,1,1,1,0,0,0,0,0,2,2,2,0,0,0,7,2,1,9,2,2,2,4,1,2,2,1,2,0,2,1,1,1,0,1,1,2,2,0,0,4,0,2,3,1,4,4,6,5,1,3,0,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,1.380590733,1.421802715,1.380590733,2014,410,1
,1,1,1,1,1,1,1,2,2,8,2,3,2,2,2,2,3,2,2,3,1,1,1,2,35,1979,4,19,1,1,1,1,2,1,3,1,-1,2,0,1,1,50,-1,1,4,19,3,16,5,0,6,4,19,1,25,5,25,2,-1,1,5,2,6,3,8,1,2,2,2,2,2,3,4,5,5,0,0,0,0,0,0,4,1,2,1,1,1,5,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0,2,0,1,0,1,0,1,2,0,1,0,2,0,1,2,2,0,2,1,1,2,0,2,2,3,2,3,0,0,3,3,2,2,3,2,3,2,2,2,0,0,0,6,4,2,3,3,2,2,0,0,2,2,2,3,50,1,2,8,0,4,1,1,2,3,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,-1,0.896003386,0.922749962,0.896003386,2014,411,2
,2,1,1,1,2,1,1,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1942,1,13,2,1,2,1,2,5,2,3,8,0,2,4,1,37,-1,4,8,98,8,98,5,5,4,7,97,10,16,8,14,2,-1,3,2,0,0,0,99,1,2,2,2,2,0,0,0,7,4,0,0,0,0,0,0,0,0,2,1,2,2,7,0,0,0,0,0,0,3,0,0,0,3,0,2,8,0,2,0,2,0,2,0,1,2,0,8,0,1,0,1,3,2,0,8,1,3,1,0,8,0,3,2,6,1,1,1,1,3,2,2,3,4,0,1,1,2,22,1,7,1,1,5,2,3,1,0,2,1,2,4,0,0,0,1,1,3,0,0,0,0,0,1,5,1,1,0,1,3,7,5,4,5,2,3,1,2,3,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,2,2,0,5,0.690295366,0.710901358,0.690295366,2014,412,1
,2,2,8,2,1,2,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1937,1,12,2,1,1,1,3,2,3,6,4,2,2,4,5,-1,-1,-1,1,12,1,13,5,3,3,7,97,6,15,3,0,1,3000,1,3,0,0,0,0,2,2,2,2,2,0,0,0,0,0,3,4,1,2,2,4,0,0,2,0,0,0,0,2,4,2,3,2,1,2,2,0,3,0,1,0,8,1,0,2,0,1,0,2,0,1,2,0,8,0,8,0,2,2,8,0,2,1,2,1,0,6,0,0,7,2,2,1,1,0,0,0,0,0,0,2,1,0,0,4,8,2,1,7,2,2,3,1,2,1,1,1,0,0,0,1,1,4,0,0,0,1,0,8,3,4,1,0,1,1,6,4,2,4,2,3,0,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,3,0.448001693,0.461374981,0.448001693,2014,413,1
,0,0,0,0,0,0,0,1,0,2,1,2,2,2,2,3,2,2,2,3,2,2,1,2,49,1965,1,12,1,1,5,2,7,1,3,4,2,1,1,11,2,30,-1,2,7,97,1,12,5,3,6,3,16,7,20,2,18,3,700,3,2,2,6,2,0,0,0,0,0,0,5,3,5,0,0,2,3,2,2,4,3,4,2,2,1,2,3,0,3,3,2,4,2,2,3,1,2,3,0,3,0,2,2,0,1,0,1,0,1,0,1,2,0,3,0,1,0,2,1,2,0,2,2,1,2,0,5,0,0,3,2,2,1,1,0,0,0,0,0,1,2,2,0,0,0,5,3,1,3,1,2,2,3,2,2,2,2,2,0,2,2,1,0,150,2,3,1,6,0,0,4,0,2,4,3,7,4,5,4,2,3,0,2,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,4,0.896003386,0.922749962,0.896003386,2014,414,1
,0,0,0,0,0,0,0,1,0,3,1,3,3,2,3,1,3,2,3,3,1,3,1,3,38,1976,3,17,2,2,2,1,4,3,2,1,8,0,2,4,1,40,-1,99,1,12,0,10,5,2,4,7,97,6,18,1,18,3,-1,1,3,2,4,5,1,0,0,0,0,0,3,1,3,6,5,0,0,0,0,0,0,3,0,3,1,9,9,6,0,0,0,0,0,0,5,0,1,0,3,0,3,1,0,1,0,3,0,2,0,1,2,0,1,0,1,0,1,2,2,0,2,2,2,2,0,2,1,3,3,5,1,1,1,1,1,2,3,2,1,2,11,2,7,70,0,4,2,3,8,2,2,2,0,1,1,1,2,0,0,0,1,1,-1,-1,-1,-1,0,-1,0,0,4,0,2,1,2,5,4,3,2,1,2,3,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,9,1,1,0.448001693,0.461374981,0.448001693,2014,415,2
,0,0,0,0,0,0,0,1,0,3,1,2,2,2,1,2,2,2,2,2,3,3,2,3,40,1974,3,16,2,1,1,1,3,5,3,0,2,0,2,4,1,60,-1,-1,1,14,1,12,5,2,5,7,97,1,23,3,23,1,-1,2,4,3,5,2,5,0,0,0,0,0,3,4,4,5,4,0,0,0,0,0,0,2,0,2,2,0,0,6,0,0,0,0,0,0,4,0,1,0,2,0,2,2,0,1,0,2,0,1,0,2,2,0,3,0,1,0,1,1,1,0,2,2,2,2,0,2,1,4,4,4,1,1,1,1,3,2,2,2,3,2,1,2,2,22,0,2,2,3,1,2,3,2,0,1,2,2,3,0,0,0,3,1,7,1,1,2,0,3,0,0,2,0,1,1,2,2,5,7,4,1,2,2,2,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,0.448001693,0.461374981,0.448001693,2014,416,2
,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,37,1977,3,16,2,2,2,1,2,1,2,3,-1,2,0,11,2,15,-1,98,1,13,0,11,5,5,4,3,16,3,22,5,13,2,-1,2,4,2,3,1,5,1,2,2,2,2,3,2,2,6,4,0,0,0,0,0,0,2,3,3,2,2,2,6,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,2,0,1,0,1,0,1,2,0,2,0,1,0,1,1,2,0,1,1,2,2,0,2,1,2,2,3,1,1,1,1,4,4,4,2,3,2,1,1,1,14,1,4,2,3,8,2,1,1,0,0,1,1,2,1,14,1,2,1,5,0,1,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,-1,1.380590733,1.421802715,1.380590733,2014,417,2
,2,2,1,2,2,2,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1979,3,17,2,1,5,1,1,1,3,0,2,2,1,1,1,45,-1,2,4,18,4,18,5,0,6,3,17,4,22,3,19,1,-1,1,3,0,0,0,6,1,2,2,2,2,0,0,0,6,7,0,0,0,0,0,0,0,2,1,2,1,1,7,0,0,0,0,0,0,3,0,0,0,2,0,2,1,0,2,0,1,0,2,0,1,1,0,1,0,2,0,1,1,2,0,2,1,2,1,0,2,1,2,2,3,1,1,1,1,3,5,4,2,3,0,1,2,1,14,0,7,1,1,6,2,1,2,0,2,1,1,2,1,14,1,1,1,1,0,1,1,2,5,1,4,1,1,0,1,3,5,2,4,4,3,3,1,1,3,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,3,3,0,2,1.344005078,1.384124943,1.344005078,2014,418,1
,2,1,1,1,2,2,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1952,1,13,2,2,2,1,6,2,3,1,2,1,1,4,1,40,-1,2,1,14,1,12,5,5,4,7,97,10,18,3,18,2,-1,2,3,0,0,0,7,1,1,1,2,2,0,0,0,7,7,0,0,0,0,0,0,0,0,2,1,2,3,7,0,0,0,0,0,0,5,0,0,0,3,0,2,1,0,2,0,1,0,2,0,1,2,0,1,0,1,0,1,2,1,0,1,1,1,1,0,2,0,2,3,4,1,1,1,1,3,2,2,2,3,0,1,1,8,98,8,8,2,1,5,1,9,9,0,2,1,1,2,0,0,0,2,1,5,0,0,1,2,0,1,5,4,1,0,1,3,7,5,6,3,2,3,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,0,3,3,0,3,0.690295366,0.710901358,0.690295366,2014,419,1
,0,0,0,0,0,0,0,1,0,3,2,2,2,2,3,2,2,2,2,3,2,3,2,3,32,1982,1,13,1,2,2,1,1,5,3,0,2,0,1,5,1,40,-1,6,1,12,7,97,5,5,6,7,97,10,21,1,21,1,1500,1,5,1,4,1,0,0,0,0,0,0,1,2,3,0,0,2,2,1,3,1,4,3,0,1,3,2,2,0,2,5,1,4,2,4,3,1,1,2,0,1,0,1,1,0,1,0,1,0,1,0,2,1,0,2,0,1,0,2,2,2,0,3,2,1,2,0,1,0,0,4,1,1,1,1,0,0,0,0,0,1,11,11,7,70,7,7,1,1,4,1,2,2,4,2,1,1,4,0,0,0,1,1,0,1,1,1,0,3,0,0,3,0,1,1,1,5,4,7,5,3,3,0,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,2,0.896003386,0.922749962,0.896003386,2014,420,1
,2,1,1,2,2,2,1,1,1,8,1,1,1,1,3,3,2,3,3,3,2,3,3,3,70,1944,3,16,1,1,1,1,5,1,2,2,-1,2,0,1,2,15,-1,-1,1,12,1,12,5,3,3,3,16,6,19,2,5,3,-1,3,8,4,1,3,1,1,2,2,2,2,4,5,4,5,5,0,0,0,0,0,0,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,1,8,0,3,0,2,0,3,0,3,3,0,3,0,2,0,3,3,2,0,3,8,3,3,0,3,6,5,2,6,2,0,1,2,2,1,1,1,5,1,1,1,1,14,6,7,2,1,4,1,1,1,0,0,1,1,2,1,14,1,2,1,0,2,1,1,2,1,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,8,3,2,-1,0.896003386,0.922749962,0.896003386,2014,421,1
,0,0,0,0,0,0,0,1,0,3,1,3,1,2,1,3,3,3,1,3,3,3,1,3,44,1970,3,20,1,3,2,2,3,5,2,2,2,0,2,3,1,40,-1,-1,4,20,1,12,5,2,4,7,97,9,15,3,2,3,-1,3,2,3,1,4,3,0,0,0,0,0,1,1,1,7,7,0,0,0,0,0,0,1,0,2,3,0,0,7,0,0,0,0,0,0,5,0,2,0,2,0,2,1,0,1,0,3,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,2,2,1,0,2,7,4,3,3,1,1,1,1,2,1,1,3,3,2,99,99,9,99,9,0,6,9,3,2,9,9,0,1,9,1,3,0,0,0,3,1,2,3,1,3,0,1,0,0,2,0,1,1,1,3,4,4,6,2,2,5,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,3,10,2.070886099,2.132704073,2.070886099,2014,422, 
,0,0,0,0,0,0,0,2,0,8,9,1,2,1,2,2,2,2,2,2,2,3,2,3,60,1954,4,19,1,1,1,1,1,1,3,2,2,2,1,1,1,40,-1,3,0,6,0,6,5,2,6,4,19,2,26,3,26,2,999998,2,3,2,3,2,0,0,0,0,0,0,3,3,8,0,0,3,8,2,2,5,4,3,1,2,1,1,2,0,2,8,2,8,8,8,8,8,8,2,0,2,0,2,2,0,2,0,2,0,2,0,1,2,0,2,0,2,0,2,2,2,0,2,8,2,2,0,2,0,0,4,1,1,1,1,0,0,0,0,0,9,2,2,0,0,0,5,3,2,6,8,2,2,8,1,2,2,2,2,0,2,2,8,-1,-1,-1,-1,0,-1,0,0,8,0,2,8,8,5,3,3,4,2,4,0,2,3,8,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0.896003386,0.922749962,0.896003386,2014,423,2
,1,1,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1957,4,20,2,3,4,1,3,1,3,1,2,2,1,1,1,40,-1,2,0,0,7,97,5,0,5,4,20,6,25,1,21,1,999999,1,4,0,0,0,0,1,2,2,2,2,0,0,0,0,0,2,2,2,2,2,4,0,8,2,1,3,2,0,2,2,2,2,2,2,3,2,0,2,0,1,0,2,2,0,2,0,1,0,1,0,1,2,0,2,0,1,0,1,2,1,0,2,1,2,1,0,1,0,0,3,1,1,1,1,0,0,0,0,0,0,4,6,0,0,0,2,6,4,1,3,3,9,4,1,2,2,4,3,0,4,4,2,6,0,0,1,2,0,2,4,4,3,0,1,2,6,4,4,1,2,2,0,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,0,0,0,0,0,2,1.380590733,1.421802715,1.380590733,2014,424,2
,1,1,1,1,1,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1959,4,20,1,1,1,1,3,5,3,0,8,0,1,3,7,-1,-1,-1,3,16,4,20,5,5,5,7,97,6,22,4,0,3,-1,3,2,0,0,0,0,2,2,2,2,2,0,0,0,4,3,0,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,3,3,0,3,0,2,0,2,0,3,3,0,3,0,2,0,3,3,2,0,2,1,3,3,0,1,6,5,1,5,2,2,1,1,3,1,1,2,5,0,4,4,0,0,0,0,6,4,1,3,3,3,0,1,2,2,4,0,0,0,2,2,0,4,0,1,0,0,4,3,4,2,0,1,4,7,3,3,3,4,3,5,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,3,2,0,2,0.896003386,0.922749962,0.896003386,2014,425,2
,2,2,2,2,2,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1975,1,15,1,2,2,1,6,1,2,0,3,2,1,1,1,42,-1,6,1,12,7,97,5,5,6,3,17,8,22,2,0,2,10000,1,3,0,0,0,0,1,2,2,2,2,0,0,0,0,0,1,4,1,1,4,2,0,1,1,1,1,3,0,2,4,2,4,2,2,2,2,0,3,0,3,0,1,1,0,1,0,2,0,2,0,1,3,0,3,0,3,0,2,2,2,0,2,1,2,3,0,4,0,0,5,8,8,1,1,0,0,0,0,0,0,11,4,7,70,0,6,2,1,7,1,2,3,3,1,1,1,2,2,70,11,1,1,0,1,1,1,2,4,1,5,1,1,0,1,3,7,5,5,4,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0.896003386,0.922749962,0.896003386,2014,426,1
,2,1,1,2,2,2,1,1,2,9,2,1,2,1,1,1,2,1,2,3,2,2,1,2,52,1962,3,15,1,2,2,1,6,1,2,7,-1,1,0,1,1,40,-1,3,1,12,3,16,5,0,6,2,14,6,17,2,0,3,2000,3,2,2,1,1,0,1,2,2,2,2,3,3,5,0,0,4,4,1,2,4,4,3,1,1,1,1,3,0,1,4,1,5,4,1,0,2,2,2,0,3,0,1,1,0,1,0,1,0,1,0,1,1,0,3,0,3,0,1,1,1,0,1,1,2,8,0,2,0,0,4,0,0,3,3,0,0,0,0,0,2,11,11,7,70,7,7,2,1,3,2,2,2,1,0,1,2,1,2,70,11,1,1,0,2,1,1,2,3,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,-1,0.896003386,0.922749962,0.896003386,2014,427,1
,0,0,0,0,0,0,0,3,0,3,1,1,2,1,1,3,2,2,2,3,1,3,2,2,22,1992,1,10,2,2,2,1,3,5,2,0,3,0,2,3,3,9,30,6,1,12,7,97,5,5,6,7,97,10,8,3,0,2,300,1,3,1,1,2,0,0,0,0,0,0,1,3,3,0,0,2,2,2,2,3,2,1,0,1,1,1,3,0,3,2,2,4,3,2,4,1,2,2,0,2,0,2,1,0,1,0,1,0,1,0,2,1,0,3,0,1,0,1,1,2,0,1,2,1,2,0,1,0,0,6,0,0,3,2,0,0,0,0,0,2,1,1,7,70,7,7,2,1,1,1,2,2,1,2,1,1,1,0,0,0,1,1,3,0,1,3,0,2,0,0,3,0,2,1,2,7,4,2,1,1,3,0,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,5,0.896003386,0.922749962,0.896003386,2014,428,1
,2,2,8,2,2,2,8,1,1,9,2,1,3,2,3,9,2,1,1,3,1,3,9,2,42,1972,0,9,1,1,5,2,5,4,3,2,-1,0,0,8,2,30,-1,-1,0,12,7,97,5,0,6,7,97,6,14,2,14,3,-1,1,2,3,4,2,98,1,2,2,2,2,8,8,4,7,7,0,0,0,0,0,0,8,0,2,3,0,0,7,0,0,0,0,0,0,0,0,2,0,3,0,2,3,0,9,0,1,0,8,0,8,1,0,9,0,1,0,1,2,1,0,9,2,2,2,0,3,1,4,4,4,0,0,2,2,1,1,1,4,1,1,1,2,6,60,0,4,3,3,1,2,1,2,0,0,2,1,3,0,0,0,1,1,0,2,1,1,2,1,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,2,2,1,8,8,8,8,2,1,2,2,8,2,2,3,1,8,4,3,-1,0.896003386,0.922749962,0.896003386,2014,429,2
,2,1,1,2,2,2,9,2,1,2,2,1,3,2,2,2,3,2,2,3,1,2,1,2,25,1989,3,16,1,2,2,1,2,5,2,0,-1,0,0,3,1,45,-1,1,1,12,2,15,5,0,5,7,97,8,21,2,7,3,100,1,2,2,3,1,0,1,2,2,2,2,3,3,1,0,0,3,3,1,2,1,3,2,0,2,2,2,4,0,3,2,2,3,4,2,0,2,2,1,0,1,0,1,3,0,1,0,3,0,1,0,1,1,0,3,0,1,0,2,3,2,0,1,2,1,2,0,1,0,0,4,1,1,1,1,0,0,0,0,0,2,2,2,0,0,0,6,3,3,7,2,2,2,1,0,1,1,2,0,0,0,2,2,0,1,1,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,3,2,0,0,2,-1,1.344005078,1.384124943,1.344005078,2014,430,2
,1,1,1,1,1,1,1,2,1,8,8,2,1,8,1,1,1,2,8,2,1,3,2,3,42,1972,1,12,2,2,2,1,3,5,9,0,-1,0,0,4,6,-1,-1,-1,3,16,4,16,5,0,4,7,97,6,11,3,11,3,200,2,8,1,1,8,0,1,2,2,2,2,1,1,1,0,0,1,2,1,1,1,1,1,0,1,0,0,0,0,4,5,1,4,2,4,0,9,2,2,0,2,0,1,1,0,8,0,1,0,1,0,1,2,0,2,0,2,0,1,1,1,0,1,1,2,2,0,3,0,0,8,0,0,2,2,0,0,0,0,0,2,1,11,6,60,7,2,4,3,1,1,2,2,1,0,1,1,3,0,0,0,3,2,2,0,1,2,0,3,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,0,2,-1,0.448001693,0.461374981,0.448001693,2014,431,2
,2,1,1,2,2,2,1,1,1,8,8,1,2,1,2,8,1,1,3,3,2,2,1,2,46,1968,0,5,2,2,2,1,7,1,2,3,-1,2,0,1,7,-1,-1,-1,7,97,4,19,5,0,6,1,12,6,18,3,0,3,3600,3,3,2,4,2,0,2,2,2,2,2,5,1,3,0,0,1,4,1,1,4,5,8,1,3,2,0,0,0,1,4,1,5,2,4,0,2,2,2,0,3,0,8,1,0,8,0,1,0,2,0,2,1,0,8,0,1,0,1,2,8,0,2,1,8,3,0,4,0,0,4,0,0,2,2,0,0,0,0,0,1,1,1,2,22,2,6,2,1,1,9,3,3,1,0,2,1,1,3,22,1,2,1,0,0,1,1,2,1,8,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,8,2,2,2,2,2,2,2,1,2,2,2,2,1,0,0,3,-1,0.896003386,0.922749962,0.896003386,2014,432,1
,2,1,1,2,2,2,1,1,2,3,2,2,2,3,1,2,3,2,2,1,2,3,2,1,89,1925,1,12,2,1,1,1,2,2,3,3,-1,2,0,4,7,-1,-1,-1,1,12,1,12,5,2,4,7,97,4,18,3,0,2,1000,2,3,2,2,3,0,1,2,2,2,2,3,4,4,0,0,3,4,2,2,5,2,3,0,2,1,0,0,0,2,4,2,4,3,2,0,2,2,2,0,1,0,2,2,0,1,0,1,0,2,0,2,1,0,1,0,1,0,2,2,2,0,2,2,1,2,0,1,0,0,3,0,0,2,2,0,0,0,0,0,1,1,1,4,41,4,0,5,3,1,2,3,3,1,0,2,2,2,0,0,0,2,2,1,0,0,0,2,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,3,0,0,1,-1,0.448001693,0.461374981,0.448001693,2014,433,2
